id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
13172965;Comfortable double room;17241989;Andrey;;Craigmillar;55.92912;-3.12693;Entire home/apt;185;3;11;20/12/2021;0.17;1;365;1;
13184247;The Holyrood Snug near Royal Mile;73750456;Emma;;Abbeyhill;55.95637;-3.1651;Entire home/apt;120;4;15;26/08/2022;0.2;1;226;14;
13187780;Lovely city centre room overlooking quiet garden;3082232;Lisa;;Stockbridge;55.95574;-3.21621;Private room;45;2;56;16/12/2019;0.75;2;0;0;
13191465;Brunton Gardens Apartment;69755110;Helen;;Hillside and Calton Hill;55.96004;-3.17549;Entire home/apt;94;4;80;04/08/2022;1.06;1;68;14;
13203340;Charming Victorian flat near city centre;73971099;Nicola;;Hillside and Calton Hill;55.95977;-3.17081;Entire home/apt;54;3;186;29/08/2022;2.46;1;30;15;
13204845;Cosy double bedroom near Haymarket station;17793253;Maria;;Dalry and Fountainbridge;55.94329;-3.21682;Private room;81;1;140;22/06/2022;1.83;1;2;12;
13221338;Double bedroom for 1 person;74174673;D;;Stenhouse and Saughton Mains;55.93439;-3.26203;Private room;34;3;36;20/08/2022;0.49;1;167;8;
13234690;Perfect for the Edinburgh Festival!;67749603;Margaret;;Inverleith, Goldenacre and Warriston;55.9723525;-3.1985897;Entire home/apt;174;2;3;28/08/2022;2.31;1;88;3;
13254664;Modern Quiet Royal Mile Apartment + Free Parking;45531153;Caroline;;Canongate, Southside and Dumbiedykes;55.95225;-3.18068;Entire home/apt;121;2;497;10/09/2022;6.69;2;135;84;
13260875;LOVELY DOUBLE ROOM WITH EN SUITE;73026363;Anne;;Blackhall;55.96194;-3.25859;Private room;118;2;9;29/05/2022;0.12;1;61;1;
13271341;(Rm4) Great location. Lovely Apt - 15min centre;19446059;Paul;;Leith (Albert Street);55.96141;-3.17811;Private room;35;2;124;13/09/2022;1.63;9;269;29;
13273495;Peaceful and stylish Bruntsfield flat;27179857;Janet;;Bruntsfield;55.93542;-3.20816;Entire home/apt;112;3;361;09/09/2022;4.87;1;27;66;
13273588;(Rm2) Great location. Lovely Apt. - 15min centre;19446059;Paul;;Leith (Albert Street);55.96218;-3.17924;Private room;24;2;140;31/08/2022;1.85;9;259;39;
13273704;Wonderful home in Edinburgh New Town;556350;Steinvor;;New Town East and Gayfield;55.9582;-3.19421;Entire home/apt;214;3;39;22/08/2022;0.53;1;0;7;
13273780;(Rm5) Great location. Lovely Apt. - 15min centre;19446059;Paul;;Leith (Albert Street);55.96286;-3.17841;Private room;31;2;131;10/09/2022;1.73;9;180;40;
13280603;Flat in South Edinburgh close to City Centre.;24978014;Valerie;;Blackford, West Mains and Mayfield Road;55.92479;-3.18613;Entire home/apt;58;2;252;10/09/2022;3.33;1;130;38;
13288666;Sunny Single room at Meadowbank;73511796;Emma;;Meadowbank and Abbeyhill North;55.956707;-3.161469936;Private room;30;2;52;29/08/2022;0.7;1;0;3;
13291661;The South Charlotte Residence;646220;Reserve;;Deans Village;55.95203;-3.20722;Entire home/apt;470;1;51;23/08/2022;0.68;46;0;12;
13299260;Lovely double bedroom in classic Edinburgh flat;75092196;Archie;;The Grange;55.93422221;-3.196240531;Private room;134;1;1;11/09/2022;1;1;4;1;
13305112;Double room Leith walk (15min walk to city centre);75160785;Alvaro;;Pilrig;55.96479;-3.18068;Private room;20;1;14;02/07/2018;0.27;1;0;0;
13308472;Superb canal side apartment. close to centre;43109987;Sandy;;Merchiston and Greenhill;55.93748;-3.21591;Entire home/apt;170;3;110;11/09/2022;1.48;1;329;26;
13309578;3 floor townhouse in central leithwalk for rent;75206738;Silvana;;Pilrig;55.96345;-3.17933;Entire home/apt;204;3;49;11/09/2022;0.66;2;67;21;
13315322;Castle Apartment I. Grassmarket;74342710;Amanda Frances;;Meadows and Southside;55.94633;-3.19636;Entire home/apt;126;1;581;08/09/2022;7.67;1;126;92;
13315564;The Murray's;66621785;Elaine;;Gilmerton South and the Murrays;55.89439;-3.14992;Private room;32;2;72;26/08/2022;0.95;1;177;38;
13315856;Lovely Double Room Next To The Craigmillar Castle;2264155;Ewelina;;Craigmillar;55.92938;-3.14308;Private room;59;3;24;11/09/2022;0.32;1;197;8;
13326398;Edinburgh Castle a 20 minute walk.;5361963;June And Gordon;;Deans Village;55.94904;-3.22034;Private room;65;2;80;01/09/2022;1.07;2;173;36;
13335883;Central Homely Apartment. Free On-Street Parking;8350113;Samantha;;Pilrig;55.96367;-3.1805;Entire home/apt;127;2;325;30/08/2022;4.27;1;12;7;
13345634;Arthur's Seat View Modern Family Flat  Car Parking;75619586;Julia;;Newington and Dalkeith Road;55.94073;-3.17518;Entire home/apt;113;2;225;11/09/2022;2.96;1;30;43;
13350277;Very comfortable large Double Bedroom;10273399;Dave;;Great Junction Street;55.97353;-3.17617;Private room;36;7;7;31/07/2022;0.77;3;225;7;
13353228;Double room in relaxed home;36365310;Catherine;;Comely Bank;55.95876;-3.22167;Private room;49;2;179;11/09/2022;2.39;1;2;39;
13374340;Large ensuite room in central Edinburgh's New Town;75962674;Victoria;;Hillside and Calton Hill;55.95711;-3.17717;Private room;300;1;5;11/09/2022;0.07;1;6;1;
13400458;Charming house by Edinburgh's Seaside. Portobello;76271924;Sara;;Portobello;55.95543;-3.11321;Entire home/apt;109;3;9;12/07/2022;0.14;1;41;2;
13400481;cosy single room;41638717;Adam;;Newington and Dalkeith Road;55.94032;-3.17803;Private room;45;3;88;07/09/2022;1.18;2;67;18;
13404391;ALTIDO Spacious 2BR Apt. moments from Princes St;76306561;David;;Old Town, Princes Street and Leith Street;55.95222;-3.19548;Entire home/apt;181;2;293;04/09/2022;3.87;1;307;27;
13411661;Stunning City Centre Apartment;5116371;Dele;;Deans Village;55.94663;-3.21646;Entire home/apt;127;2;273;05/09/2022;3.6;4;98;46;
13413535;Sunny King Size Room at Edinburgh's seaside;40459436;Suzanna;;Portobello;55.95318;-3.11866;Private room;35;7;222;08/09/2022;3;2;188;74;
13414289;Fabulous Flat on Royal Mile;53973647;Katie;;Old Town, Princes Street and Leith Street;55.95117;-3.18933;Entire home/apt;162;4;179;12/09/2022;2.36;1;3;5;
13438435;Location. Location! Spacious  Old Town Bank St Apt;224444157;Sue And Grant;;Old Town, Princes Street and Leith Street;55.94993;-3.19301;Entire home/apt;186;3;258;09/09/2022;4.02;26;46;60;
13454940;BEAUTIFUL. SPACIOUS. 1 BEDROOM WITH GARDEN;42016449;Ashley;;Stockbridge;55.96169;-3.20795;Entire home/apt;120;3;63;05/06/2022;0.84;2;68;9;
13461673;✰ Spacious ✰ Contemporary ✰ Lift + Free Parking!;8579207;Tom & Izzy;;Broughton South;55.96338;-3.18879;Entire home/apt;80;1;471;30/08/2022;6.28;2;164;115;
13470443;Edinburgh festival. Traditional Victorian tenement;62822896;Roy;;Hillside and Calton Hill;55.95905;-3.17293;Private room;60;2;14;29/08/2022;0.19;2;0;5;
13478503;Clean double room - quiet flat west of city centre;77154019;Fraser;;Gorgie West;55.93312;-3.23575;Private room;30;1;9;26/08/2019;0.14;1;4;0;
13486893;Modern. Artistic 2nd Floor Apartment;77261874;Nicola;;Canongate, Southside and Dumbiedykes;55.95396;-3.15909;Entire home/apt;100;2;55;13/10/2019;0.74;1;0;0;
13487525;Stunning Family Mews apartment. 2 bath. sleeps 6;11362736;Sonia;;Deans Village;55.95167;-3.21952;Entire home/apt;150;1;92;07/09/2022;1.22;16;318;31;
13489159;Clean. quiet and classy. Comfort in the Capital;53081555;David;;Meadowbank and Abbeyhill North;55.95747;-3.16165;Private room;35;2;239;09/09/2022;3.15;1;258;24;
13494126;Pleasant and comfy double room nr zoo and airport;46967189;Catherine;;East Craigs North;55.9488;-3.30145;Private room;26;3;236;06/09/2022;3.12;1;99;38;
13500058;Luxury - 4 bed - Edinburgh City Centre. New Town;63855917;Jason;;Deans Village;55.95396;-3.20346;Entire home/apt;432;3;127;29/08/2022;1.7;8;44;41;
13501543;Family-friendly 3-bedroom self-contained flat;77446947;Rebecca And Sandy;;Pilrig;55.96689;-3.17518;Entire home/apt;128;3;298;04/09/2022;3.95;1;116;60;
13506156;A stunning 2 bed  flat on beach;42184064;Kevin;;Portobello;55.9551;-3.11068;Entire home/apt;130;3;99;08/09/2022;1.39;1;260;23;
13506588;Modern 2 bed apartment - central;77499633;Marco;;Stenhouse and Saughton Mains;55.93149;-3.26502;Entire home/apt;130;3;38;11/09/2022;0.51;1;350;14;
13511164;Modern apartment in central Edinburgh;76188225;James;;Meadows and Southside;55.9441;-3.19478;Entire home/apt;203;2;152;09/09/2022;2.02;1;160;28;
13524437;Double Room at Ashburnham House;69266529;Agnes;;Queensferry East;55.9884;-3.38552;Private room;44;1;389;10/09/2022;5.14;1;62;64;
13527124;Attractive 2 Bed Flat with Free Parking;74804215;Aileen;;Comiston and Swanston;55.90644;-3.20911;Entire home/apt;113;2;37;27/08/2022;0.49;1;157;12;
13560297;Luxury bedroom in Victorian house;24217323;Anouk;;Blackford, West Mains and Mayfield Road;55.92514;-3.16671;Private room;120;1;43;01/09/2022;0.59;3;359;4;
13575834;Close to city centre. Edinburgh Sleeps 2 - 4;32276758;David And Julie;;Leith (Albert Street);55.96237;-3.17217;Entire home/apt;80;2;179;02/09/2022;2.39;1;282;43;
13583806;Bright & Comfy Home Away From Home - Sleep 6;78420545;Maria;;Great Junction Street;55.97202;-3.17123;Entire home/apt;180;2;51;28/02/2020;0.68;1;0;0;
13586705;Single. comfortable bedroom in lovely coloney flat;78454741;Paul;;Meadowbank and Abbeyhill North;55.95831;-3.17012;Private room;40;1;102;03/07/2022;1.35;1;292;28;
13594963;Bright Victorian double bedroom;12965238;Juan;;Great Junction Street;55.97363;-3.17724;Private room;66;3;16;28/12/2019;0.21;1;74;0;
13603136;Edinburgh western harbour ;;;;Old Town, Princes Street and Leith Street;;;;;;;;;;;;
;;78679116;;;Western Harbour and Leith Docks;55.98522;-3.18892;Entire home/apt;1;1;;;1;318;92;;
13613491;The perfect home opposite Royal Botanical Gardens;78786693;Cameron;;Polwarth;55.93689;-3.21753;Entire home/apt;176;1;597;04/09/2022;8.05;2;339;157;
13616305;★Walk Everywhere★Top Rated Flat on The Royal Mile.;20323803;Prayas;;Hillside and Calton Hill;55.96076;-3.17784;Entire home/apt;145;2;440;28/08/2022;6.39;2;3;76;
13617880;Bright. spacious. comfortable 4 bedroom house;1496500;Naomi;;Murrayburn and Wester Hailes North;55.92;-3.27928;Entire home/apt;115;2;2;28/05/2018;0.03;1;14;0;
13621384;Entire place. stylish & bright apartment;78896219;Lukasz;;Great Junction Street;55.97107;-3.17009;Entire home/apt;107;3;140;11/09/2022;1.89;1;2;33;
13622346;The Rosebank Cottage.;75527048;Katy;;Old Town, Princes Street and Leith Street;55.94731;-3.1988;Entire home/apt;119;2;323;30/08/2022;4.28;1;2;69;
13639419;Cosy Central Old Town Apartment;73207614;Lilian;;Queensferry East;55.98114;-3.38832;Entire home/apt;87;2;269;12/09/2022;3.55;1;59;51;
13641736;Lovely Double-bed bedroom near city centre;79135500;Fran;;The Shore and Constitution Street;55.97703;-3.17421;Private room;200;7;19;13/07/2017;0.25;1;181;0;
13646331;King Size Bed En-Suite in 3 bedroom flat. New Town;74109557;Beata;;Bonnington;55.97122;-3.18627;Private room;100;2;52;29/08/2022;0.7;3;345;10;
13647360;《Cosy》Entire Apartment◇Good Bus Link◇Free Parking.;76438730;Renzo;;Gilmerton South and the Murrays;55.90381;-3.12724;Entire home/apt;131;4;17;30/08/2022;0.23;1;7;9;
13650786;Large  Central Edinburgh New Town flat. sleeps 6.;79058335;Susannah;;Bonnington;55.9715783202752;-3.186221905;Entire home/apt;186;2;70;25/08/2022;0.93;1;0;11;
13652039;Elegant en-suite w/private entrance;7169447;Emma;;Niddrie;55.9341557542362;-3.126829751;Private room;77;1;339;12/09/2022;4.5;3;157;108;
13663153;Bright comfortable flat near Murrayfield;851172;Zeb David;;Granton West and Salvesen;55.9744;-3.2423;Entire home/apt;125;1;1;28/08/2018;0.02;16;0;0;
13663459;Quiet. comfy dbb -Central location;79429967;Nadia;;New Town West;55.951619804005;-3.211468761;Private room;55;1;23;19/08/2019;0.31;1;1;0;
13663710;Stylish apartment close to city centre;18533047;Michal;;Boswall and Pilton;55.97561;-3.23642;Entire home/apt;80;2;367;06/09/2022;4.86;1;27;63;
13666656;Cosy. comfortable and homely Edinburgh flat.;21501952;Stuart;;Meadowbank and Abbeyhill North;55.95694;-3.16291;Entire home/apt;74;2;454;08/09/2022;6.03;2;184;93;
13667133;Stay in a Central and Warm Home w/ Super Fast WIFI;13135752;Pier Luigi;;Easter Road and Hawkhill Avenue;55.96483;-3.17497;Entire home/apt;109;3;197;16/08/2022;2.62;12;44;18;
13670126;Fresh spacious attic double room;79507562;Carole;;Colinton and Kingsknowe;55.91203;-3.23923;Private room;30;2;24;11/06/2022;0.33;1;41;3;
13673173;Stunning spacious historical city centre Edinburgh;27169878;Elspeth;;Meadows and Southside;55.94;-3.18058;Entire home/apt;85;3;17;04/12/2019;0.23;1;0;0;
13685453;Spacious flat with stunning views near Royal Mile;1764377;Ryan;;Abbeyhill;55.95508;-3.16766;Entire home/apt;61;3;140;16/02/2020;1.87;1;0;0;
13693411;Caledonian Place - Victorian Flat near Haymarket and walking distance to Old Town;87762710;Denise;;Dalry and Fountainbridge;55.9435;-3.21775;Entire home/apt;151;1;288;27/08/2022;3.89;35;59;31;
13694779;Lovely double room in Edinburgh's historic centre;944144;Chiara;;Marchmont East and Sciennes;55.93835358;-3.194010274;Private room;71;3;44;11/09/2022;0.63;1;43;21;
13697224;Beautiful 1 Bed  Flat in Vibrant Stockbridge!;75449587;Mint;;Stockbridge;55.95907;-3.20734;Entire home/apt;130;2;209;02/09/2022;2.82;1;281;30;
13697391;New Town period property in the heart of Edinburgh;2805790;Jan;;Canonmills and New Town North;55.96057;-3.19538;Private room;70;2;38;15/08/2021;0.51;1;0;0;
13704175;Quirky traditional central tenement flat;26607644;Rani;;Deans Village;55.94452;-3.23435;Entire home/apt;154;2;19;11/09/2022;0.27;1;87;2;
13706880;ALTIDO Spacious 2BR Apt in New Town/Prime Location;79991656;Simone;;New Town West;55.956161;-3.208339;Entire home/apt;149;2;141;15/06/2022;1.9;1;316;10;
13707337;Gorgeous maindoor 2 Bed Apt. the Meadows. sleeps 5;80008921;Giles;;Marchmont West;55.9346;-3.19808;Entire home/apt;125;2;55;16/07/2021;0.74;1;0;0;
13709052;Edinburgh Waterfront Mill Cottage;64888433;John;;Cramond;55.97875;-3.30022;Entire home/apt;66;1;748;29/08/2022;9.95;2;262;139;
13728554;City Centre 2 Bedroom Apt &  Private garden access;80288040;Elaine;;Deans Village;55.9502;-3.2095;Entire home/apt;204;5;8;25/08/2019;0.11;1;58;0;
13729573;Bright Garden Flat - New Town - Close to Centre;41142369;Sarah;;New Town West;55.95847;-3.20569;Entire home/apt;95;10;50;23/08/2022;0.67;1;131;13;
13738281;The Nook. Studio Apartment. South Queensferry;29624153;Alison;;Queensferry East;55.98988;-3.39432;Entire home/apt;107;3;84;23/08/2022;1.13;1;326;21;
13741044;City centre. spacious double room;80444289;Gilly;;New Town West;55.95608;-3.20518;Private room;85;2;129;06/09/2022;1.74;1;136;49;
13745468;Double deluxe suite;77785626;Christine;;Colinton and Kingsknowe;55.91241;-3.26692;Private room;160;2;9;17/07/2022;0.14;1;364;4;
13767091;Salmond Place. Edinburgh;80751573;Scott;;Meadowbank and Abbeyhill North;55.95771;-3.16771;Entire home/apt;71;5;38;02/09/2022;0.75;1;125;34;
13769375;Modern. Cosy. Apartment in Central Edinburgh;47479391;Alasdair;;Broughton North and Powderhall;55.96458;-3.19232;Entire home/apt;121;2;24;04/01/2021;0.32;1;0;0;
13783541;Lovely room in a period property;80944600;Pamela;;Trinity;55.97339;-3.20381;Private room;52;1;76;01/12/2019;1.02;2;0;0;
13805189;New Town Lovely Large Room in 3 Bedrooms Apartment;74109557;Beata;;Stockbridge;55.95971;-3.20495;Private room;90;2;69;25/08/2022;0.93;3;316;6;
13806692;The cozy place;81233995;Andrei&Romi;;Hillside and Calton Hill;55.95661;-3.17138;Entire home/apt;60;2;68;01/01/2020;0.9;1;0;0;
13814176;King size bed large room. heart of city centre.;81331280;Maggi;;Dalry and Fountainbridge;55.94436;-3.2142;Private room;61;2;149;23/08/2022;2.01;1;17;5;
13822029;Royal Mile Holiday Apartment;81440727;Greig;;Canongate, Southside and Dumbiedykes;55.95323;-3.17667;Entire home/apt;181;2;356;08/09/2022;4.76;2;116;59;
13826299;Double Room in Marchmont;81495990;Vasiliki;;Marchmont West;55.93751;-3.19653;Private room;95;1;7;25/08/2019;0.15;1;40;0;
13831379;Bright. central flat - near University and parks;49985768;Audrey;;Meadows and Southside;55.94292;-3.18439;Entire home/apt;121;3;223;22/08/2022;2.98;2;0;48;
13834395;Huge Apartment on the Park!;81369535;Scott;;Meadows and Southside;55.94128;-3.20216;Entire home/apt;251;3;224;08/09/2022;3.01;1;228;57;
13838887;Redmount House;23765017;Angela;;Deans Village;55.9478;-3.23062;Entire home/apt;93;2;80;13/12/2021;1.08;1;0;7;
13843893;Quiet 2-bedroom city centre apartment;32570333;Bobby;;Stockbridge;55.95977;-3.2103;Entire home/apt;100;2;219;08/03/2020;2.95;1;0;0;
13860080;Charming 3 Double Bedroom Apt OLD Town (Sleeps 6);3327011;Kaddeer;;Old Town, Princes Street and Leith Street;55.94577;-3.19081;Entire home/apt;528;14;190;21/02/2020;2.74;5;197;0;
13861035;Baby Grand in the Grange;81901064;Cinthia;;Blackford, West Mains and Mayfield Road;55.92967;-3.18354;Entire home/apt;350;7;8;25/08/2019;0.11;1;0;0;
13862238;Bright. comfy one bedroom flat.;66787391;Neil;;Gorgie East;55.93775;-3.22702;Entire home/apt;150;3;6;06/12/2021;0.08;1;84;1;
13864501;Central Sunny Flat with Super Fast Internet and Pvt Parking;13135752;Pier Luigi;;Hillside and Calton Hill;55.96104;-3.17556;Entire home/apt;118;3;234;28/08/2022;3.12;12;73;37;
13873484;Cosy. quiet 1 bed (Easter Rd/all bills included!);16695323;Sue;;Easter Road and Hawkhill Avenue;55.96096;-3.16721;Entire home/apt;65;7;40;31/07/2022;0.54;1;41;8;
13876433;Modern. Central 1 Bed Flat Free on Street Parking;20866935;Daniel;;Broughton South;55.96228;-3.17975;Entire home/apt;86;3;361;27/08/2022;4.79;1;29;53;
13880866;Lovely one bed flat. next door to Holyrood palace!;62065147;Graham;;Abbeyhill;55.95515;-3.17059;Entire home/apt;80;3;1;22/08/2016;0.01;1;62;0;
13888376;Retreat for 2 in heart of Edinburgh with parking;12445650;Helen;;Bruntsfield;55.9381;-3.20998;Entire home/apt;93;3;185;07/09/2022;2.49;1;75;35;
13893338;Stockbridge Elegant Georgian Studio;33102188;Julia;;Stockbridge;55.959763;-3.206266;Entire home/apt;173;2;77;11/09/2022;1.04;2;11;15;
13912910;Central & Spacious - Private floor - Townhouse Pad;82530749;Sam;;Dalry and Fountainbridge;55.94505;-3.21875;Entire home/apt;98;2;114;20/09/2020;1.54;1;0;0;
13919152;Clean and Airy Central Solo Travellers Bedroom;7312483;Elaina;;Abbeyhill;55.9554;-3.16996;Private room;45;2;75;21/03/2020;1;2;0;0;
13922673;Spacious villa with private parking. sunny garden;5071247;Angela;;Blackford, West Mains and Mayfield Road;55.93066;-3.17493;Entire home/apt;90;3;110;28/08/2022;1.49;1;0;24;
13923644;Edinburgh City Centre. Fringe Festival. University;82674003;Val & Robert;;Meadows and Southside;55.9434;-3.18289;Private room;45;3;82;28/08/2022;1.1;1;22;2;
13925594;Quiet corner near Meadows;50392764;Natalia;;The Grange;55.92868;-3.18798;Private room;75;1;122;28/08/2022;1.64;4;186;46;
13925786;Central Morrison St Apartment sleeps 16 guests;139217664;Don;;Tollcross;55.94699;-3.20645;Entire home/apt;427;2;80;31/07/2022;1.17;2;319;31;
13926102;Grindlay St - fantastic 2 bed in Edinburgh's Theatre District;87762710;Denise;;Tollcross;55.94648;-3.20414;Entire home/apt;189;1;52;01/09/2022;0.7;35;94;7;
13930036;a double  room near airport .heriot watt 12-2;53736254;Dan;;The Calders;55.92154;-3.29225;Private room;999;555;1;28/05/2017;0.02;5;364;0;
13937408;Lovely Double Room - City Centre - Haymarket;82866543;Margaret;;Gorgie East;55.94428;-3.22259;Private room;35;1;288;09/02/2020;3.85;1;19;0;
13938000;Entire  modern flat with free  parking and lift.;82864924;Mary;;South Leith;55.96515;-3.16885;Entire home/apt;123;2;42;11/09/2022;0.57;1;147;18;
13951631;Gorgeous Victorian bedroom close King's Buildings;24217323;Anouk;;Blackford, West Mains and Mayfield Road;55.9247;-3.16883;Private room;120;2;65;28/05/2022;0.87;3;359;3;
13954039;Murrayfield Lovely 1B Flat 8mins Bus to Citycentre;34515386;Jonathan;;Gorgie West;55.9362;-3.23938;Entire home/apt;73;3;276;28/08/2022;3.69;3;41;46;
13954823;Bright Spacious Apartment;;;;Old Town, Princes Street and Leith Street;;;;;;;;;;;;
;;53339107;;;Polwarth;55.93689;-3.21753;Entire home/apt;2;2;;;2;12;0;;
13954922;Edinburgh by Sea -Spacious Room in Portobello Flat;2362213;Katie;;Portobello;55.93689;-3.11099;Private room;78;3;52;19/01/2020;0.7;1;0;0;
13956485;Self contained flat attached to terraced property;75273360;Mike;;Corstorphine;55.96076;-3.28041;Entire home/apt;62;1;185;10/09/2022;2.48;1;280;66;
13959778;The Castle Snug.;83078326;Brian & Christine.;;Old Town, Princes Street and Leith Street;55.92;-3.19447;Entire home/apt;150;2;136;04/09/2022;1.81;1;222;59;
13963143;Luxury. Spacious. City Apartment;2395141;Ali;;New Town East and Gayfield;55.97107;-3.19307;Entire home/apt;214;2;26;04/09/2022;0.35;1;0;9;
13964201;Modern Apartment - near Royal Mile. Sleeps 4-6;83223830;Jan;;Old Town, Princes Street and Leith Street;55.94731;-3.18952;Entire home/apt;214;3;61;11/09/2022;0.82;1;44;32;
13971914;Large bright & spacious apartment in heart of city;8113735;Petrea;;Hillside and Calton Hill;55.98114;-3.17914;Entire home/apt;127;2;212;18/08/2022;2.86;2;46;25;
13973108;Luxury king sized room in period townhouse;35622586;Katherine;;Leith (Hermitage and Prospect Bank);55.97703;-3.15511;Private room;25;7;11;30/08/2022;0.15;2;0;1;
13983082;Grand New Town 2BD in Central Edinburgh;83101546;Henrietta;;New Town West;55.97122;-3.20599;Entire home/apt;181;2;285;04/09/2022;3.8;1;294;63;
13984233;Lovely Old Town Flat;34085731;Robin;;Meadows and Southside;55.90381;-3.18336;Entire home/apt;91;3;277;30/08/2022;3.74;3;135;38;
13985680;Cosy flat behind Holyrood Palace;2220775;Eva;;Abbeyhill;55.9715783202752;-3.16793;Entire home/apt;75;2;290;09/09/2022;3.88;4;269;63;
13991353;Tranquil 2 Bed Flat with Parking. nr. Murrayfield;76501968;Louise;;Deans Village;55.9341557542362;-3.23289;Entire home/apt;136;2;130;02/09/2022;1.76;1;248;41;
13992821;ALTIDO Modern city centre 1-bed next to Calton Hill;28994486;Angus & Sabia;;Leith (Albert Street);55.9744;-3.17819;Entire home/apt;109;2;241;29/08/2022;3.43;1;325;27;
13993927;Edinburgh city centre;;;;Old Town, Princes Street and Leith Street;55.951619804005;;;;;;;;;;;
;;28641032;;;Hillside and Calton Hill;55.96076;-3.17784;Entire home/apt;4;4;;12/02/2022;1;15;22;;
14003778;Central Yet Quiet Apartment. Sleeps 3.;42414839;Angie;;Murrayburn and Wester Hailes North;55.93689;-3.19307;Entire home/apt;275;3;37;07/03/2020;0.5;1;89;0;
14008505;Stunning high-end city centre flat;14584866;Stuart;;Great Junction Street;55.96076;-3.20271;Private room;186;7;42;17/12/2017;0.57;1;0;0;
14010131;Stylish. Homespun Hideaway Steps from Edinburgh Castle;57495786;Luke & Jolita;;Old Town, Princes Street and Leith Street;55.92;-3.20238;Entire home/apt;65;28;150;15/07/2022;2.03;2;84;4;
14013461;Bruntsfield apartment overlooking the meadows;13884127;Esther & Angus;;Queensferry East;55.97107;-3.20679;Entire home/apt;77;5;133;14/12/2021;1.81;1;0;3;
14020660;Modern dble bedroom with private bathroom &parking;83879117;Romen;;The Shore and Constitution Street;55.94731;-3.17526;Private room;45;3;353;13/07/2022;4.74;1;0;56;
14022231;Castle Lookout Apartment;12144248;Aileen;;Bonnington;55.98114;-3.19713;Entire home/apt;124;2;404;07/09/2022;5.45;3;136;84;
14031707;Trinity Mansion Apartment (with private parking);84023705;Isty;;Gilmerton South and the Murrays;55.97703;-3.18869;Entire home/apt;75;1;11;20/07/2017;0.15;1;0;0;
14035149;Spacious and homely flat in lovely Stockbridge;9811888;Rebecca;;Bonnington;55.97122;-3.2128;Entire home/apt;95;2;44;26/08/2019;0.63;1;0;0;
14036416;Modern Comfortable Apartment in Central Edinburgh;13202722;Sean;;Niddrie;55.90381;-3.20233;Entire home/apt;79;1;92;29/08/2021;1.23;2;0;0;
14041276;City Centre 2 bed Flat overlooking Dean Village;30305025;Claire;;Granton West and Salvesen;55.9715783202752;-3.21653;Entire home/apt;154;3;50;11/09/2022;0.68;1;127;20;
14047628;Very central 2 bedroom flat. Sleeps 4-6;27162227;Paula;;New Town West;55.9341557542362;-3.17727;Entire home/apt;66;2;7;12/09/2016;0.09;1;1;0;
14048340;Traditional newly renovated flat;609206;Melissa;;Boswall and Pilton;55.9744;-3.21049;Entire home/apt;119;3;71;12/09/2022;1.02;2;253;30;
14054037;Lovely apartment in West End. Fabulous location.;84307234;Lesley;;Deans Village;55.951619804005;-3.21877;Entire home/apt;80;3;188;07/09/2022;2.53;1;264;37;
14054962;Unique. bright 2 bed house with private parking;4866804;Zoe;;Newington and Dalkeith Road;55.97561;-3.1767;Entire home/apt;125;3;239;31/07/2022;3.22;1;222;35;
14060971;Cozy double room in Royal Mile flat. Old Town;19219190;Olga;;Old Town, Princes Street and Leith Street;55.94936;-3.18315;Private room;49;2;202;08/08/2022;2.7;3;113;13;
14064587;Cosy Victorian flat near the Sea;48510258;Esther;;Western Harbour and Leith Docks;55.98019;-3.18878;Private room;38;2;48;27/08/2022;0.65;1;231;16;
14072569;Spacious and quiet double room in the West End;84535387;Nick;;Deans Village;55.9538;-3.21687;Private room;85;2;58;10/09/2022;0.78;1;64;4;
14073974;Amazing 3 beds apartment. Edinburgh City Centre;67807886;Alfie;;Deans Village;55.95027;-3.21203;Entire home/apt;325;4;40;02/08/2022;0.54;1;152;15;
14085002;Luxury Flat in the heart of Edinburgh Old Town;17807277;Melanie;;Old Town, Princes Street and Leith Street;55.94888;-3.19446;Entire home/apt;123;2;344;28/08/2022;4.62;1;145;55;
14089151;Spacious and Bright Southside Sanctuary;55767659;Susan;;Meadows and Southside;55.94082;-3.18185;Entire home/apt;250;2;158;27/08/2022;2.13;1;191;38;
14105987;Edinburgh Homestay;84938016;Kelly;;Niddrie;55.93443;-3.11711;Private room;43;3;77;16/08/2022;1.04;1;78;8;
14108447;Sunny city centre apartment;84774144;Margaret;;Hillside and Calton Hill;55.9584;-3.1788;Entire home/apt;188;2;126;14/08/2022;1.7;1;235;28;
14121236;Double bedroom flat in quirky converted building;61922447;Rachel;;Great Junction Street;55.96911;-3.17348;Entire home/apt;60;1;19;08/03/2020;0.26;1;0;0;
14123290;Enjoy a Warm Welcome in an Elegant. Spacious Home;44689805;Louise;;Blackford, West Mains and Mayfield Road;55.92844;-3.16925;Private room;85;2;103;06/09/2022;1.48;4;102;42;
14135437;Stunning Studio with Outdoor Hot Tub;44405561;Allan;;Ratho, Ingliston and Gogar;55.95889;-3.33201;Entire home/apt;140;3;277;10/09/2022;3.71;1;341;54;
